Role,Name,Name Tag,Perk Name,Perk Tag,Desc,Teach Level,isPTB,lang
Tueur,All,All,Sort: Euphorie De La Chasse,HexThrilloftheHunt,Un sort qui puise sa force dans l'espoir. Les faux espoirs des survivants vous excitent en renforcent vos totems. Vous gagnez un jeton pour chaque totem ensorcelé ou passif restant sur la carte. Remportez 10 % de points de sang en plus par jeton pour les actions de la catégorie Chasseur. La vitesse de purification de totem par les survivants est réduites de 6 % pour chaque jeton. Vous recevez une alerte quand quelqu'un commence à s'attaquer à un de totem ensorcelé. Les effets du sort persistent tant que le totem ensorcelé concerné est debout.,,,fr
Tueur,All,All,Insidieux,Insidious,Débloque la capacité de furtivité. Rester immobile pendant 2 secondes pour bénéficier de l'effet de statut Indétectable jusqu'à ce que vous bougiez ou agissiez de nouveau.,,,fr
Tueur,All,All,Poigne De Fer,IronGrasp,Votre poigne de fer rend toute tentative de fuite presque impossible. L'effet des ruades des survivants est réduit de 75%. Le temps nécessaire pour se libérer de votre étreinte augmente de 12%.,,,fr
Tueur,All,All,Sanctuaire Monstrueux,MonstrousShrine,La fervente attention que vous accordez aux crochets du sous-sol a suscité l'intérêt de l'Entité. Les crochets des sous-sol confèrent les bonus suivants: 9% de progression plus rapide de l'Entité. 15% d'augmentation de la difficulté des tentatives d'évasion. 9% d'augmentation des pénalités d'échec de libération.,,,fr
Tueur,All,All,Boucher Sadique,SloppyButcher,Vous savez où frapper pour faire mal. Les blessures infligées par des attaques de base réussies accentuent considérablement l'hémorragie du survivant et provoque l'effet de statut Estropiement. Le saignement et l'Estropiement occasionnés par Boucher Sadique reviennent à la normale une fois que le survivant est complètement guéri.,,,fr
Tueur,All,All,Espions de l'Ombre,SpiesfromtheShadows,"Les corbeaux peuvent communiquer directement avec vous. Dans 100% des cas, les corbeaux vous donnent un signal visuel quand vous vous trouvez dans un rayon de 36 mètres. Espions de l'Ombre a un temps de recharge de 5 secondes",,,fr
Tueur,All,All,Implacable,Unrelenting,Les attaques manquées avec votre armes principale ont un temps de rechargement plus court. Le temps de rechargement des attaques de base manquées est réduit de 30%.,,,fr
Tueur,All,All,Murmures,Whispers,Vous comprenez la vois de l'Entité de façon rudimentaire. Entendez sporadiquement le murmure de l'Entité lorsqu'un survivant se trouve dans un rayon de 32 mètres.,,,fr
Tueur,Deathslinger,UK,Bricolo,GearHead,"Vous avez l'oeil pour du matériel en bon état. Après avoir frappé un survivant 2 fois avec votre attaque de base, Bricolo s'active pendant 20 secondes. Chaque fois qu'un survivant effectue un bon test d'habileté pendant une réparation le générateur est signalé par une aura jaune tant qu'il est en cours de réparation. ",30,,fr
Tueur,Deathslinger,UK,Dispositif De L'Homme Mort,DeadMansSwitch,"Un survivant devient votre obsession. Après avoir suspendu l'obsession, Dispositif de l'homme mort s'active pendant 35 secondes. Une fois activé, tout survivant qui s'arrête avant d'avoir entièrement réparé le générateur fait que l'Entité bloque ce dernier jusqu' la fin de l'effet de Dispositif de l'homme mort. Les générateurs affectés sont entourés d'une aura blanche. Le tueur ne peut être obsédé que par un survivant à la fois.",35,,fr
Tueur,Deathslinger,UK,Sort : Châtiment,HexRetribution,"Un sort qui se déclenche au moment de sa destruction. Ceux qui vous contrarient seront punis. Tout survivant qui purifie un totem passif subira l'effet de statut Inconscient pendant 35 secondes. Si un totem ensorcelé est purifié, y compris celui-ci, l'aura de tous les survivants est révélée pendant 10 secondes.",40,,fr
Survivant,Zarina Kassir,US,Confidentiel,OffTheRecord,"Vous avez appris qu'une approche discrète est parfois la meilleure option. Quand on vous libère d'un crochet ou que vous vous en échappez, Confidentiel s'active pendant 60 secondes. Tant que Confidentiel est activé, le tueur ne voit pas votre aura et les grognements de douleur provoqués par les blessures sont réduits de 100%.",30,,fr
Survivant,Zarina Kassir,US,Leurre,RedHerring,"Vous avez remarqué que les gens font attention à ce qui fait le plus de bruit. Après avoir réparé un générateur pendant au moins 3 secondes, il sera entouré d'une aura jaune que personne d'autre que vous ne pourra voir. Le générateur reste signalé jusqu'à ce que vous le répariez complètement, que vous répariez un autre générateur, ou que vous entrez dans un casier. Entrer dans un casier déclenche un fort signal sonore du générateur que seul le tueur peut voir. Leurre ne peut être activé qu'une fois toutes les 60 secondes. ",35,,fr
Survivant,Zarina Kassir,US,Pour Le Peuple,ForThePeople,"Vous risquez votre vie et de vous blesser pour les autres. Pour le peuple est uniquement actif quand votre santé est pleine. Appuyez sur le bouton de capacité active lorsque vous soignez un autre survivant sans trousse de soins pour immédiatement le soigner de l'état critique à blessé, ou de blessé à bonne santé. Vous êtes blessé et recevez l'effet de statut Brisé pendant 110 secondes. Vous devenez l'Obsession. Equiper cette compétence réduit vos chances de devenir l'obsession du tueur en début de partie. ",40,,fr
Tueur,Le Bourreau,WK,Pénitence Forcée,ForcedPenance,Ceux qui se mettent en travers du devoir tombe sous le coup d’un terrible jugement. Les survivants qui subissent un coup de protection souffrent de l ‘effet de statut Brisé pendant 20/25/30 secondes.,30,,fr
Tueur,Le Bourreau,WK,Piste de Souffrance,TrailOfTorment,"Vous guidez vos victimes sur un chemin de souffrance et châtiment. Après avoir frappé un générateur, vous devenez Indétectable durant 15 secondes. Pendant ce temps, l’aura jaune du générateur est révélée aux survivants. Cet effet ne peut être activé qu’une seul fois toutes les 120/100/80 secondes.",35,,fr
Tueur,Le Bourreau,WK,Lien Mortel,Deathbound,"Ceux dont la vie est entrelacée dans les ténèbres sont destinés à souffrir ensemble. Quand un survivant soigne un segment de santé d’un autre survivant à au moins 32 mètres du tueur, le survivant qui effectue l’action de soin se met à crier, révélant leur position et activant Lien Mortel pendant les 45 secondes suivantes. Pendant ce temps, le survivant souffre de l’effet de statut Inconscient quand il est à plus de 16/12/8 mètres du survivant soigné.",40,,fr
Survivant,Cheryl Mason,WS,Protection de l’Âme,SoulGuard,"Vous avez surmonté d’énormes épreuves, ce qui vous a rendu plus fort. Gagnez l’effet de statut Endurance pendant 4/6/8 secondes après avoir été soigné ou après avoir récupéré de l’état critique. Quand vous êtes maudit par un sort, vous pouvez récupérer complètement de l’état critique.",30,,fr
Survivant,Cheryl Mason,WS,Pacte de Sang,BloodPact,"C’est comme si une part de latence en vous-même s’était réveillée. Vous avez la sensation de pouvoir vous dépasser pour porter secours. Lorsque l’obsession ou vous-même êtes blessés, vous voyez votre aura respective. Après avoir soigné l’obsession ou avoir reçu des soins de sa part, vous gagnez tous les deux l’effet de statut Rapidité pendant 4/6/8 secondes. Réduit les probabilité de devenir l’obsession. Si vous êtes l’obsession, cette compétence se désactive.",35,,fr
Survivant,Cheryl Mason,WS,Alliance Inhibée,RepressedAlliance,"Vous êtes habitué à être poursuivi par les forces maléfiques et vous avez commencé à l’utiliser à votre avantage. Alliance inhibée s’active après avoir réparé des générateurs pendant un total de 80/70/60 secondes. Quand vous réparez un générateur avec la compétence active, appuyez sur le bouton de capacité active pour faire appel à l’Entité afin de bloquer le générateur pendant 30 secondes. La compétence se désactive. Les générateurs affectés sont indiqués par une aura blanche à tous les survivants.",40,,fr
Killer,The Blight,YK,Dragon's Grip,DragonsGrip,"After kicking a Generator Generator}}, for the next 30 seconds, the first Survivor that interacts with it will scream, revealing their location for 4 seconds, and becoming afflicted with the Exposed Status Effect for 60 seconds. Dragon's Grip has a cool-down of 120/100/80 seconds.",30,true,en
Killer,The Blight,YK,Hex: Blood Favour,HexBloodFavour,"A Hex that gains the favour of The Entity when blood is spilt. When a Survivor is hit, all Pallets within a radius of 16 metres of your location are held in place by The Entity for 15 seconds and cannot be pulled down by Survivors. Hex: Blood Favour has a cool-down of 60/50/40 seconds.",35,true,en
Killer,The Blight,YK,Hex: Undying,HexUndying,"A Hex which maintains the vile powers that flow throughout the Trial. When Hex: Undying is active and a different Hex Totem is cleansed, that Hex will be transferred to a Dull Totem—so long as one exists. Survivors' Auras are revealed for 4/5/6 seconds when they are within 2 metres of any Totem.",40,true,en
Survivor,Felix Richter,YS,Visionary,Visionary,"You're remarkably focused on your means of escape. You see the Auras of Generators within 32 metres. Anytime a Generator is completed, Visionary is on cool-down for 20/18/16 seconds.",30,true,en
Survivor,Felix Richter,YS,Desperate Measures,DesperateMeasures,"You refuse to fail, even during your darkest hour. Increases Healing and Unhooking speeds by 10/12/14 % for each injured, hooked or dying Survivor.",35,true,en
Survivor,Felix Richter,YS,Built to Last,BuiltToLast,"You know how to get the most out of yours tools. Once per Trial, a depleted Item will refill 30/40/50 % of its Charges after 10 seconds.",40,true,en
Tueur,The Blight,YK,Prise du Dragon,DragonsGrip,"Après avoir frappé un générateur, le premier survivant qui interagit avec dans les 30 prochaines secondes se met à crier, dévoilant sa position pendant 4 secondes, et il souffre de leffet de statut À découvert pendant 60 secondes. Prise du Dragon a un temps de recharge de 120/100/80 secondes.",30,true,fr
Tueur,The Blight,YK,Sort: Faveur de sang,HexBloodFavour,"Un sort qui gagne les faveurs de l'Entité en faisant couler du sang. Quand un survivant est frappé, les palettes à moins de 16 mètres de votre position sont maintenues en place par l'Entité pendant 15 secondes. Impossible de les faire tomber. Sort: Faveur de sang a un temps de recharge de 60/50/40 secondes.",35,true,fr
Tueur,The Blight,YK,Sort: Immortel,HexUndying,"Un sort qui maintient les sombres pouvoirs qui circulent dans l'épreuve. Quand le Sort: Immortel est actif et qu'un totem ensorcelé différent est purifié, ce sort est transféré sur un totem passif, tant qu'il en existe un. L'aura des survivants est révélée pendant 4/5/6 secondes dans un rayon de 2 mètres d'un totem. Les jetons cumulés sur les compétences de sorts sont supprimés.",40,true,fr
Survivant,Felix Richter,YS,Visionnaire,Visionary,"Vous êtes incroyablement concentré sur les moyens de vous enfuir. Vous voyez l'aura des générateurs dans un rayon de 32 mètres. Quand un générateur est réparé, Visionnaire a un temps de récupération de 20/18/16 secondes.",30,true,fr
Survivant,Felix Richter,YS,Mesures désespérées,DesperateMeasures,"Même dans vos pires moments, vous refusez d'échouez. Pour chaque survivant blessé, suspendu à un crochet ou en état critique, la vitesse de vos soins et de vos décrochages augmente de 10/12/14 %.",35,true,fr
Survivant,Felix Richter,YS,Conçu pour durer,BuiltToLast,"Vous savez comment tirer le meilleur des vos outils. Une fois par partie, un objet vidé de ses charges en récupérera 30/40/50 % au bout de 10 secondes.",40,true,fr
